place name,category,address,rating,key features/highlights,opening hours,contact information,price range,accessibility information,best time to visit,reviews,model_training_text_feature,review_count,popularity_score,tfidf_0,tfidf_1,tfidf_2,tfidf_3,tfidf_4,tfidf_5,tfidf_6,tfidf_7,tfidf_8,tfidf_9,tfidf_10,tfidf_11,tfidf_12,tfidf_13,tfidf_14,tfidf_15,tfidf_16,tfidf_17,tfidf_18,tfidf_19,tfidf_20,tfidf_21,tfidf_22,tfidf_23,tfidf_24,tfidf_25,tfidf_26,tfidf_27,tfidf_28,tfidf_29,tfidf_30,tfidf_31,tfidf_32,tfidf_33,tfidf_34,tfidf_35,tfidf_36,tfidf_37,tfidf_38,tfidf_39,tfidf_40,tfidf_41,tfidf_42,tfidf_43,tfidf_44,tfidf_45,tfidf_46,tfidf_47,tfidf_48,tfidf_49,tfidf_50,tfidf_51,tfidf_52,tfidf_53,tfidf_54,tfidf_55,tfidf_56,tfidf_57,tfidf_58,tfidf_59,tfidf_60,tfidf_61,tfidf_62,tfidf_63,tfidf_64,tfidf_65,tfidf_66,tfidf_67,tfidf_68,tfidf_69,tfidf_70,tfidf_71,tfidf_72,tfidf_73,tfidf_74,category_encoded,cluster
Anjuna Fort,Adventure,Anjuna,4.0,Small coastal fort with ruins and sea views, popular for casual visits and photos.,Sunrise - Sunset,Not available,Free,Partially Accessible,October - May,"Place Name: Anjuna Fort
Address: Anjuna
Rating: 4
Key Features/Highlights: Small coastal fort with ruins and sea views
Price Range: Not available
Best Time to Visit: Partially Accessible
Reviews: October - May",3,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226127836931836,0.0,0.0,0.0,0.6912530396628923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Cabo de Rama,Adventure,15 km,4.338666666666667,"Reviewer: Ananya, 2023-04-10, Rating: 5, Text: Dramatic cliffs and sea views.;Reviewer: Rohan, 2023-07-15, Rating: 4, Text: Nice for a short picnic.;Reviewer: Tina, 2024-02-18, Rating: 4, Text: Clear ocean and great for photos.",Fort ruins on a cliff overlooking the sea, with panoramic views and calm surroundings.,Sunrise - Sunset,Not available,Free,Partially Accessible,"Place Name: Cabo de Rama
Address: 15 km
Rating:  India
Key Features/Highlights: Reviewer: Ananya, 2023-04-10, Rating: 5, Text: Dramatic cliffs and sea views.;Reviewer: Rohan, 2023-07-15, Rating: 4, Text: Nice for a short picnic.;Reviewer: Tina, 2024-02-18, Rating: 4, Text: Clear ocean and great for photos.
Price Range: Sunrise - Sunset
Best Time to Visit: Free
Reviews: Partially Accessible",2,13.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6863046804303627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7273141588195419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Chapora Fort,Adventure,Bardez,4.2,Portuguese fort ruins overlooking Chapora River and beaches, popular for photos and sunsets.,Sunrise - Sunset,Not available,Free,Partially Accessible,October - May,"Place Name: Chapora Fort
Address: Bardez
Rating: 4.2
Key Features/Highlights: Portuguese fort ruins overlooking Chapora River and beaches
Price Range: Not available
Best Time to Visit: Partially Accessible
Reviews: October - May",3,16.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7226127836931836,0.0,0.0,0.0,0.6912530396628923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
Grand Island (Divar),Adventure,"Reis Magos jetty, Goa",4.4,"Scuba diving, snorkeling, dolphin spotting, coral reefs.",9AM-4PM,+91 98221 88888,$$$,Boat access,Oct-May,"{""reviewer"": ""Amit K."", ""date"": ""2025-05-15"", ""text"": ""Great experience overall."", ""rating"": ""4""}; {""reviewer"": ""Vikram P."", ""date"": ""2025-05-25"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Sneha R."", ""date"": ""2025-04-21"", ""text"": ""Family friendly spot."", ""rating"": ""4""}","Place Name: Grand Island (Divar)
Address: Reis Magos jetty, Goa
Rating: 4.4
Key Features/Highlights: Scuba diving, snorkeling, dolphin spotting, coral reefs.
Price Range: $$$
Best Time to Visit: Oct-May
Reviews: {""reviewer"": ""Amit K."", ""date"": ""2025-05-15"", ""text"": ""Great experience overall."", ""rating"": ""4""}; {""reviewer"": ""Vikram P."", ""date"": ""2025-05-25"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Sneha R."", ""date"": ""2025-04-21"", ""text"": ""Family friendly spot."", ""rating"": ""4""}",35,158.4,0.0,0.0,0.0,0.18236685021362703,0.2903162489778169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2172941801908767,0.0,0.0,0.0,0.0,0.0,0.31318684104911615,0.0,0.23915981625320384,0.0,0.0,0.0,0.25826128399211956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12770903165031325,0.0,0.0,0.0,0.0,0.13593394062214276,0.31318684104911615,0.12770903165031325,0.1257847199594165,0.0,0.0,0.1257847199594165,0.13593394062214276,0.12770903165031325,0.0,0.13593394062214276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12770903165031325,0.0,0.0,0.0,0.0,0.0,0.31318684104911615,0.31318684104911615,0.0,0.0,0.1257847199594165,0.1257847199594165,0.13593394062214276,0.31318684104911615,0.13593394062214276,0.0,0.0,0,2
Agonda Beach,Beach,"Agonda, Canacona, Goa 403706",4.6,"Virgin beach, turtle sanctuary, yoga retreats, tranquility.",24 Hours,Not available,Free,Partial,Nov-Mar,"{""reviewer"": ""Priya M."", ""date"": ""2025-12-13"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Rahul S."", ""date"": ""2025-07-08"", ""text"": ""Amazing place! Must visit!"", ""rating"": ""5""}; {""reviewer"": ""Neha G."", ""date"": ""2025-05-28"", ""text"": ""Romantic and beautiful."", ""rating"": ""5""}","Place Name: Agonda Beach
Address: Agonda, Canacona, Goa 403706
Rating: 4.6
Key Features/Highlights: Virgin beach, turtle sanctuary, yoga retreats, tranquility.
Price Range: Free
Best Time to Visit: Nov-Mar
Reviews: {""reviewer"": ""Priya M."", ""date"": ""2025-12-13"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Rahul S."", ""date"": ""2025-07-08"", ""text"": ""Amazing place! Must visit!"", ""rating"": ""5""}; {""reviewer"": ""Neha G."", ""date"": ""2025-05-28"", ""text"": ""Romantic and beautiful."", ""rating"": ""5""}",35,165.6,0.0,0.0,0.0,0.0,0.14706573164796893,0.0,0.18476343883219526,0.17705650268262688,0.0,0.0,0.0,0.18081359386834647,0.26165524541168284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3173026110910092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22685008840105442,0.0,0.0,0.0,0.0,0.12743772996584804,0.0,0.13995251543384257,0.0,0.13772032742758758,0.13995251543384257,0.0,0.3173026110910092,0.0,0.0,0.13995251543384257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13995251543384257,0.0,0.12743772996584804,0.13995251543384257,0.0,0.0,0.0,0.0,0.13995251543384257,0.12743772996584804,0.13995251543384257,0.12743772996584804,0.3173026110910092,0.3173026110910092,0.13995251543384257,0.0,0.0,0.0,0.0,0.3173026110910092,0.0,0.12743772996584804,0.0,1,2
Anjuna Beach,Beach,"Anjuna, Bardez, Goa 403509",4.4,"Wednesday Flea Market, hippie vibe, sunset drums, full moon parties.",24 Hours,Not available,Free,Limited,Oct-Apr,"{""reviewer"": ""Sneha R."", ""date"": ""2025-11-01"", ""text"": ""Family friendly spot."", ""rating"": ""4""}; {""reviewer"": ""Vikram P."", ""date"": ""2025-02-25"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Amit K."", ""date"": ""2026-01-16"", ""text"": ""Great experience overall."", ""rating"": ""4""}; {""reviewer"": ""Rahul S."", ""date"": ""2026-01-06"", ""text"": ""Amazing place! Must visit!"", ""rating"": ""5""}; {""reviewer"": ""Priya M."", ""date"": ""2025-12-26"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Neha G."", ""date"": ""2025-05-20"", ""text"": ""Romantic and beautiful."", ""rating"": ""5""}","Place Name: Anjuna Beach
Address: Anjuna, Bardez, Goa 403509
Rating: 4.4
Key Features/Highlights: Wednesday Flea Market, hippie vibe, sunset drums, full moon parties.
Price Range: Free
Best Time to Visit: Oct-Apr
Reviews: {""reviewer"": ""Sneha R."", ""date"": ""2025-11-01"", ""text"": ""Family friendly spot."", ""rating"": ""4""}; {""reviewer"": ""Vikram P."", ""date"": ""2025-02-25"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Amit K."", ""date"": ""2026-01-16"", ""text"": ""Great experience overall."", ""rating"": ""4""}; {""reviewer"": ""Rahul S."", ""date"": ""2026-01-06"", ""text"": ""Amazing place! Must visit!"", ""rating"": ""5""}; {""reviewer"": ""Priya M."", ""date"": ""2025-12-26"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Neha G."", ""date"": ""2025-05-20"", ""text"": ""Romantic and beautiful."", ""rating"": ""5""}",70,312.40000000000003,0.2935270780883505,0.10420966475900745,0.0,0.0,0.0829475284149262,0.10198188624322345,0.0,0.0,0.0,0.0,0.11447653974592076,0.10198188624322345,0.0,0.0,0.0,0.14177837097002008,0.0,0.0,0.0,0.14177837097002008,0.23861862814379844,0.23494609821587117,0.0,0.0,0.0,0.0,0.14757792764158048,0.14757792764158048,0.0,0.0,0.0,0.0,0.0,0.0,0.07187700770957856,0.07297661477064958,0.07893555569068138,0.0,0.07767656438113893,0.07893555569068138,0.07767656438113893,0.3579279422156977,0.07297661477064958,0.07187700770957856,0.07893555569068138,0.0,0.07187700770957856,0.07767656438113893,0.07297661477064958,0.0,0.07767656438113893,0.0,0.07893555569068138,0.0,0.07187700770957856,0.07893555569068138,0.0,0.0,0.07297661477064958,0.0,0.07893555569068138,0.07187700770957856,0.07893555569068138,0.07187700770957856,0.3579279422156977,0.3579279422156977,0.07893555569068138,0.0,0.07187700770957856,0.07187700770957856,0.07767656438113893,0.3579279422156977,0.07767656438113893,0.07187700770957856,0.0,1,4
Anjuna Beach,Beach,Bardez,4.2,Known for flea markets, trance parties, and a relaxed hippieâ€‘style atmosphere.,24 Hours (Beach),Not available,Free,Partially Accessible,"Place Name: Anjuna Beach
Address: Bardez
Rating: 4.2
Key Features/Highlights: Known for flea markets
Price Range: 24 Hours (Beach)
Best Time to Visit: Free
Reviews: Partially Accessible",2,12.600000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6863046804303627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7273141588195419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Arambol Beach,Beach,"Arambol, Pernem, Goa 403524",4.4,"Bohemian paradise, paragliding, drum circles, Sweet Lake.",24 Hours,Not available,Free,Limited,Nov-Mar,"{""reviewer"": ""Vikram P."", ""date"": ""2025-12-05"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Priya M."", ""date"": ""2025-11-20"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Amit K."", ""date"": ""2025-03-01"", ""text"": ""Great experience overall."", ""rating"": ""4""}","Place Name: Arambol Beach
Address: Arambol, Pernem, Goa 403524
Rating: 4.4
Key Features/Highlights: Bohemian paradise, paragliding, drum circles, Sweet Lake.
Price Range: Free
Best Time to Visit: Nov-Mar
Reviews: {""reviewer"": ""Vikram P."", ""date"": ""2025-12-05"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Priya M."", ""date"": ""2025-11-20"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Amit K."", ""date"": ""2025-03-01"", ""text"": ""Great experience overall."", ""rating"": ""4""}",36,162.8,0.17531330133125314,0.0,0.1685419490111204,0.0,0.14862484039014226,0.0,0.0,0.0,0.0,0.0,0.2051183172456241,0.1827304785956378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2540375603572752,0.3206664761418465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13075902235742756,0.0,0.0,0.13918036141416784,0.0,0.13918036141416784,0.3206664761418465,0.13075902235742756,0.0,0.14143621383085841,0.0,0.0,0.13918036141416784,0.13075902235742756,0.0,0.13918036141416784,0.0,0.14143621383085841,0.0,0.0,0.0,0.0,0.0,0.13075902235742756,0.0,0.14143621383085841,0.0,0.14143621383085841,0.0,0.3206664761418465,0.3206664761418465,0.0,0.0,0.0,0.0,0.13918036141416784,0.3206664761418465,0.13918036141416784,0.0,0.0,1,2
Baga Beach,Beach,"Baga, Calangute, Goa 403516",4.3,"Water sports hub, nightlife capital, Saturday flea market, jet skiing, parasailing, 3km stretch.",24 Hours,Not available,Free,Partial ramps,Oct-May,"{""reviewer"": ""Priya M."", ""date"": ""2025-11-05"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Neha G."", ""date"": ""2025-08-30"", ""text"": ""Romantic and beautiful."", ""rating"": ""5""}; {""reviewer"": ""Vikram P."", ""date"": ""2026-01-14"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Rahul S."", ""date"": ""2025-03-02"", ""text"": ""Amazing place! Must visit!"", ""rating"": ""5""}; {""reviewer"": ""Sneha R."", ""date"": ""2025-09-26"", ""text"": ""Family friendly spot."", ""rating"": ""4""}; {""reviewer"": ""Amit K."", ""date"": ""2025-03-10"", ""text"": ""Great experience overall."", ""rating"": ""4""}","Place Name: Baga Beach
Address: Baga, Calangute, Goa 403516
Rating: 4.3
Key Features/Highlights: Water sports hub, nightlife capital, Saturday flea market, jet skiing, parasailing, 3km stretch.
Price Range: Free
Best Time to Visit: Oct-May
Reviews: {""reviewer"": ""Priya M."", ""date"": ""2025-11-05"", ""text"": ""Perfect for beach lovers!"", ""rating"": ""5""}; {""reviewer"": ""Neha G."", ""date"": ""2025-08-30"", ""text"": ""Romantic and beautiful."", ""rating"": ""5""}; {""reviewer"": ""Vikram P."", ""date"": ""2026-01-14"", ""text"": ""Best in Goa! 5 stars."", ""rating"": ""5""}; {""reviewer"": ""Rahul S."", ""date"": ""2025-03-02"", ""text"": ""Amazing place! Must visit!"", ""rating"": ""5""}; {""reviewer"": ""Sneha R."", ""date"": ""2025-09-26"", ""text"": ""Family friendly spot."", ""rating"": ""4""}; {""reviewer"": ""Amit K."", ""date"": ""2025-03-10"", ""text"": ""Great experience overall."", ""rating"": ""4""}",70,305.3,0.10064514401774047,0.10719484675162252,0.19351559296922438,0.0,0.08532363689515968,0.0,0.0,0.10272348680779815,0.10064514401774047,0.11216399806522476,0.1177558258449279,0.0,0.0,0.13587051201937744,0.0,0.0,0.0,0.0,0.0,0.0,0.3068175986256827,0.12083817298224768,0.0,0.0,0.0,0.0,0.0,0.15180543353675724,0.0,0.0,0.0,0.1768070037680808,0.0,0.0,0.07393599091035834,0.07506709723020975,0.0811967375107152,0.0,0.07990168123354431,0.0811967375107152,0.07990168123354431,0.36818111835081924,0.07506709723020975,0.07393599091035834,0.0811967375107152,0.0,0.07393599091035834,0.07990168123354431,0.07506709723020975,0.0,0.07990168123354431,0.0,0.0811967375107152,0.0,0.07393599091035834,0.0811967375107152,0.0,0.0,0.07506709723020975,0.0,0.0811967375107152,0.07393599091035834,0.0811967375107152,0.07393599091035834,0.36818111835081924,0.36818111835081924,0.0811967375107152,0.0,0.07393599091035834,0.07393599091035834,0.07990168123354431,0.36818111835081924,0.07990168123354431,0.07393599091035834,0.0,1,4
Baga Beach,Beach,Calangute,4.3,Famous for water sports, vibrant nightlife, beach shacks, scenic sunsets.,24 Hours (Beach),Not available,Free,"Place Name: Baga Beach
Address: Calangute
Rating: 4.3
Key Features/Highlights: Famous for water sports
Price Range:  scenic sunsets.
Best Time to Visit: Not available
Reviews: Free",1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
